event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN1993J,49083.2,11.48,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.2,11.82,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.2,11.83,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.2,11.84,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.49,11.84,,,V,,,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.59,12.25,,,B,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.59,11.2,,,I,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.59,11.37,,,R,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.59,11.78,,,V,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.68,11.79,,,V,,,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.75,12.16,,,B,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.75,12,,,U,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.76,11.85,,,V,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.99,12.21,,,B,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.99,11.17,,,I,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.99,11.2,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.99,11.38,,,R,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.99,11.95,,,U,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.99,11.96,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.99,11.8,,,V,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.07,12.17,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.07,11.17,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.07,11.36,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.07,11.74,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.1,12.16,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.1,11.14,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.1,11.18,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.1,11.36,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.1,11.4,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.1,11.75,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.22,12.16,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.22,11.13,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.22,11.16,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.22,11.37,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.22,11.41,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.22,11.84,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.22,11.86,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.22,11.73,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.22,11.75,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.3,12.13,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.3,11.13,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.3,11.38,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.3,11.83,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.3,11.72,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.5,11.7,,,V,,,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.61,11.69,,,V,,,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.67,12.18,,,B,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.67,11.14,,,I,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.67,11.23,,,R,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49084.67,11.65,,,V,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.0,12.09,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.0,11.11,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.0,11.31,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.0,11.63,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.02,12.06,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.02,12.07,,,B,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.02,11.07,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.02,11.09,,,I,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.02,11.24,,,R,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.02,11.25,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.02,11.88,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.02,11.9,,,U,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.02,11.64,,,V,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.08,12.06,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.08,12.08,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.08,11.07,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.08,11.08,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.08,11.11,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.08,11.25,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.08,11.26,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.08,11.29,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.08,11.63,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.08,11.64,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.1,12.06,,,B,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.1,11.07,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.1,11.1,,,I,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.1,11.11,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.1,11.24,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.1,11.25,,,R,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.1,11.88,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.1,11.89,,,U,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.1,11.63,,,V,,,"1994AJ....107.1022R,1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.1,11.64,,,V,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.19,12.06,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.19,11.08,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.19,11.25,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.19,11.62,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.22,12.09,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.22,11.09,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.22,11.3,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.22,11.64,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.24,12.07,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.24,11.05,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.24,11.07,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.24,11.26,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.24,11.31,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.24,11.86,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.24,11.63,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.24,11.66,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.32,12.05,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.32,11.04,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.32,11.24,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.32,11.84,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.32,11.61,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.58,11.68,,,V,,,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.62,12.05,,,B,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.62,11.04,,,I,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.62,11.19,,,R,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.62,11.56,,,V,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.98,11.93,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.98,11.95,,,B,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.98,10.95,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.98,10.96,,,I,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.98,11.11,,,R,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.98,11.13,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.98,11.78,,,U,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.98,11.8,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.98,11.5,,,V,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49085.98,11.52,,,V,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49086.1,10.96,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49086.1,11.14,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49086.1,11.49,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49086.54,11.46,,,V,,,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49086.66,11.52,,,V,,,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.07,11.82,,,B,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.07,11.84,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.07,10.91,,,I,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.07,11.01,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.07,11.04,,,R,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.07,11.7,,,U,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.07,11.72,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.07,11.39,,,V,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.16,11.82,,,B,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.16,10.94,,,I,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.16,10.98,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.16,11.01,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.16,11.02,,,R,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.16,11.69,,,U,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.16,11.72,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.16,11.36,,,V,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.16,11.39,,,V,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.18,11.8,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.18,10.89,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.18,11.02,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.18,11.37,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.23,11.82,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.23,11.85,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.23,10.86,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.23,10.89,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.23,11.02,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.23,11.04,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.23,11.67,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.23,11.82,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.23,11.31,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.23,11.37,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.4,11.76,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.4,10.85,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.4,11.02,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.4,11.76,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.4,11.25,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.47,11.33,,,V,,,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49087.53,11.83,,,B,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
